outward,easting,northing,lat,lon
AB1,383656,760468,56.735562,-2.268770
AB10,392567,804537,57.131679,-2.124423
AB11,394533,805406,57.139507,-2.091960
AB12,393057,800339,57.093971,-2.116218
AB13,387085,802538,57.113599,-2.214879
AB14,383172,801274,57.102111,-2.279407
AB15,391317,795511,57.050569,-2.144759
AB16,390156,807563,57.158814,-2.164366
AB21,378890,811367,57.192602,-2.350933
AB22,392843,810384,57.184207,-2.120028
AB23,396181,823216,57.299510,-2.065014
AB24,386863,783344,56.941165,-2.217529
AB25,393535,806929,57.153179,-2.108488
AB3,361248,799392,57.083878,-2.640978
AB30,374552,750830,56.648574,-2.416614
AB31,370563,798547,57.076981,-2.487205
AB32,381986,807237,57.155631,-2.299414
AB33,353143,815720,57.229787,-2.777745
AB34,354338,801025,57.097916,-2.755258
AB35,322037,793377,57.024887,-3.285869
AB36,334124,811105,57.185996,-3.091493
AB37,318329,828083,57.335919,-3.358319
AB38,324897,843485,57.475367,-3.253964
AB39,387420,788574,56.988164,-2.208647
AB41,394886,816329,57.237637,-2.086361
AB42,406291,846043,57.504539,-1.896668
AB43,397808,863483,57.661228,-2.038405
AB44,380453,865032,57.674709,-2.329379
AB45,369114,864348,57.667934,-2.519388
AB51,374085,823006,57.296905,-2.431667
AB52,363982,827590,57.337387,-2.599969
AB53,374816,837872,57.430472,-2.421062
AB54,355642,841194,57.458840,-2.740959
AB55,347297,844008,57.483217,-2.880622
AB56,368852,777303,56.886037,-2.512785
AB64,354096,829768,57.356058,-2.764584
AL0,533776,204520,51.723455,-0.064606
AL1,515649,209830,51.775212,-0.325150
AL10,522806,208256,51.759542,-0.222017
AL2,515578,203443,51.717821,-0.328298
AL3,509734,213824,51.812304,-0.409584
AL4,520169,209887,51.774775,-0.259637
AL5,513946,214599,51.818419,-0.348248
AL6,525137,216207,51.830478,-0.185398
AL7,524702,219529,51.860432,-0.190509
AL8,523637,213576,51.807174,-0.208086
AL86S,527744,214216,51.811995,-0.148323
AL9,524554,203577,51.717106,-0.198381
B1,412570,289401,52.502389,-1.816244
B10,408601,285358,52.466112,-1.874808
B11,410501,284194,52.455622,-1.846878
B12,407653,284802,52.461135,-1.888779
B13,408732,282630,52.441585,-1.872961
B14,414551,284702,52.460090,-1.787260
B15,405337,285198,52.464719,-1.922859
B16,404728,286454,52.476017,-1.931801
B17,402916,285007,52.463022,-1.958498
B18,405468,287858,52.488626,-1.920887
B19,409408,274286,52.366568,-1.863242
B1G,375680,443662,53.888579,-2.371505
B2,407232,286903,52.480025,-1.894929
B20,405558,290857,52.515590,-1.919520
B21,404247,290005,52.507945,-1.938841
B23,410648,292090,52.526602,-1.844470
B24,411925,289641,52.504554,-1.825741
B25,418488,268966,52.318508,-1.730185
B26,415107,289097,52.499589,-1.778875
B27,412377,283568,52.449950,-1.819294
B28,410800,281697,52.433165,-1.842568
B29,404242,282407,52.439639,-1.939006
B3,406629,287259,52.483231,-1.903801
B30,404743,280576,52.423170,-1.931667
B31,406451,280015,52.418114,-1.906563
B32,397035,296981,52.570667,-2.045164
B33,415122,287202,52.482553,-1.778741
B34,414864,288534,52.494533,-1.782484
B35,414218,291242,52.518893,-1.791884
B36,415430,289356,52.501907,-1.774104
B37,419782,289042,52.498946,-1.710022
B38,404639,278036,52.400334,-1.933229
B39,412456,226360,51.935620,-1.820223
B4,407516,287306,52.483641,-1.890749
B40,419322,283963,52.453299,-1.717088
B42,406106,294894,52.551875,-1.911360
B43,404945,294057,52.544367,-1.928508
B44,408330,293662,52.540773,-1.878602
B44O,408552,295552,52.557756,-1.875282
B45,399761,276405,52.385696,-2.004927
B46,421451,291142,52.517764,-1.685303
B47,408275,276287,52.384569,-1.879832
B48,407702,289101,52.499780,-1.887965
B49,420511,262723,52.262313,-1.700885
B5,406980,285516,52.467559,-1.898669
B50,413268,248490,52.134567,-1.807561
B6,408093,288859,52.497596,-1.882208
B60,402653,276550,52.386991,-1.962428
B61,397106,270713,52.334508,-2.043882
B62,381081,272026,52.345991,-2.279135
B63,398533,280482,52.422341,-2.022981
B64,399433,280234,52.420114,-2.009744
B65,399919,292976,52.534671,-2.002607
B66,402350,287970,52.489658,-1.966808
B67,404946,284036,52.454279,-1.928635
B68,401902,287544,52.485833,-1.973401
B69,399059,287069,52.481564,-2.015275
B7,411040,297829,52.578181,-1.838506
B70,398051,295395,52.556411,-2.030161
B71,399840,300301,52.600515,-2.003776
B72,412328,294629,52.549389,-1.819609
B73,405840,303582,52.629984,-1.915141
B74,409542,298733,52.586340,-1.860583
B75,412241,296715,52.568145,-1.820823
B76,415810,294232,52.545736,-1.768287
B77,422779,301976,52.615109,-1.664980
B78,421553,301415,52.610114,-1.683132
B79,431438,306202,52.652665,-1.536699
B8,411260,288134,52.491020,-1.835575
B80,410554,273462,52.359133,-1.846433
B9,405983,300540,52.602632,-1.913085
B90,410625,283111,52.445880,-1.845089
B91,414936,282267,52.438191,-1.781707
B92,416688,285110,52.463698,-1.755796
B93,417391,275493,52.377221,-1.745941
B94,413624,273129,52.356072,-1.801369
B95,414808,265456,52.287060,-1.784317
B96,402905,262782,52.263214,-1.958844
B97,403383,266635,52.297847,-1.951807
B98,406432,268018,52.310260,-1.907067
BA1,374241,168338,51.413468,-2.371773
BA10,368346,134637,51.110149,-2.453535
BA11,379143,149596,51.245152,-2.300181
BA12,388487,140514,51.163758,-2.166022
BA13,387927,152735,51.273638,-2.174438
BA14,385710,156606,51.308388,-2.206376
BA15,383132,164391,51.378319,-2.243733
BA16,348801,140883,51.164886,-2.733606
BA2,375571,165164,51.384996,-2.352418
BA20,354542,115798,50.939820,-2.648341
BA21,355824,117525,50.955444,-2.630313
BA22,356508,119512,50.973370,-2.620806
BA3,368743,153637,51.281011,-2.449521
BA4,362425,141207,51.168858,-2.538804
BA5,354703,147312,51.223194,-2.650022
BA6,350644,138907,51.147280,-2.706978
BA7,362819,132470,51.090329,-2.532271
BA8,376772,157305,51.314375,-2.334647
BA9,378509,157746,51.318415,-2.309755
BB09,386376,439152,53.848438,-2.208571
BB1,372888,430378,53.769052,-2.412806
BB10,391496,424136,53.713587,-2.130320
BB11,383485,431993,53.784011,-2.252120
BB12,380814,435793,53.818074,-2.292890
BB18,397638,442238,53.876355,-2.037412
BB2,368513,424975,53.720250,-2.478621
BB3,369065,422700,53.699832,-2.470018
BB4,382617,421977,53.693967,-2.264726
BB5,379668,417434,53.653026,-2.309084
BB6,372979,442544,53.878399,-2.412485
BB7,375763,439451,53.850739,-2.369899
BB8,388988,439427,53.850979,-2.168865
BB9,384768,438454,53.842127,-2.232977
BD1,416104,433285,53.795649,-1.757007
BD10,418553,437345,53.832054,-1.719578
BD11,420912,428178,53.749580,-1.684363
BD12,415843,428930,53.756510,-1.761187
BD13,409214,433671,53.799279,-1.861595
BD14,412174,431810,53.782495,-1.816721
BD15,411246,435046,53.811599,-1.830688
BD16,411880,438328,53.841085,-1.820933
BD17,418161,441519,53.869582,-1.725286
BD18,412973,436703,53.826450,-1.804388
BD19,419585,425673,53.727116,-1.704633
BD2,417448,435555,53.816008,-1.736473
BD20,403014,448205,53.929979,-1.955581
BD21,408203,436945,53.828724,-1.876856
BD22,403442,442963,53.882865,-1.949122
BD23,397697,455192,53.992786,-2.036606
BD24,381379,464984,54.080448,-2.286101
BD29,407488,442464,53.878335,-1.887589
BD3,418417,433674,53.799065,-1.721862
BD4,418802,430564,53.771104,-1.716216
BD5,415817,431819,53.782478,-1.761432
BD6,416238,433126,53.794217,-1.754982
BD7,415482,432553,53.789086,-1.766481
BD8,414803,434129,53.803268,-1.776719
BD87A,415688,435704,53.817397,-1.763204
BD9,414021,437963,53.837748,-1.788417
BF12,355728,684344,56.049896,-2.712342
BH1,411514,108557,50.876394,-1.837700
BH10,408490,94367,50.748836,-1.881005
BH11,405552,95362,50.757823,-1.922646
BH12,405162,92934,50.735989,-1.928197
BH13,405896,92285,50.730142,-1.917814
BH14,404095,91463,50.722771,-1.943338
BH15,401362,91546,50.723530,-1.982057
BH16,396820,93041,50.736970,-2.046413
BH17,400854,94576,50.750783,-1.989249
BH18,401223,100227,50.801600,-1.983998
BH19,402376,79387,50.614180,-1.967768
BH2,407642,91193,50.720309,-1.893091
BH20,390134,86670,50.679600,-2.140995
BH21,401902,101412,50.812253,-1.974357
BH22,405525,103234,50.828613,-1.922906
BH23,419005,105304,50.846941,-1.731403
BH24,417318,106283,50.855797,-1.755319
BH25,423892,95651,50.759957,-1.662613
BH3,409220,94824,50.752935,-1.870654
BH31,409142,108568,50.876529,-1.871422
BH4,407292,91156,50.719982,-1.898054
BH5,411886,91650,50.724344,-1.832967
BH6,413933,92697,50.733715,-1.803921
BH7,412094,93238,50.738625,-1.829959
BH8,410633,93933,50.744899,-1.850643
BH9,409154,94355,50.748725,-1.871599
BL0,378569,416258,53.642408,-2.325634
BL1,375168,407322,53.561939,-2.376355
BL2,376066,409379,53.580474,-2.362953
BL3,371193,407574,53.564005,-2.436385
BL4,373750,406426,53.553820,-2.397681
BL5,367282,406279,53.552138,-2.495302
BL6,366905,417178,53.650065,-2.502151
BL7,372524,414537,53.626657,-2.416908
BL8,381992,402055,53.514883,-2.273025
BL9,387818,398312,53.481409,-2.185031
BN1,530279,108178,50.858442,-0.150325
BN10,541201,101931,50.799743,0.002360
BN11,514170,102959,50.814935,-0.380722
BN12,506635,102878,50.815635,-0.487665
BN13,512906,104885,50.832490,-0.398069
BN14,511696,113488,50.910060,-0.412619
BN15,518014,118422,50.953152,-0.321189
BN16,506226,102650,50.813664,-0.493525
BN17,503174,102733,50.814963,-0.536816
BN18,499653,106947,50.853459,-0.585634
BN2,526660,123963,51.001127,-0.196226
BN20,536007,170530,51.417480,-0.045460
BN21,544872,123639,50.993922,0.063020
BN22,560847,101910,50.794439,0.280910
BN23,563310,102080,50.795280,0.315911
BN24,563902,104972,50.821097,0.325585
BN25,547081,100699,50.787209,0.085254
BN26,556764,104651,50.820183,0.224196
BN27,552444,113323,50.899269,0.166516
BN3,527907,106465,50.843582,-0.184605
BN41,524504,105777,50.838139,-0.233142
BN42,524584,105815,50.838457,-0.232003
BN43,521629,105458,50.835883,-0.274057
BN44,518497,111238,50.888486,-0.316645
BN45,526286,112204,50.895517,-0.205641
BN5,516566,124270,51.006012,-0.339923
BN6,530801,115800,50.926837,-0.140178
BN7,541466,112305,50.892909,0.010117
BN8,545847,113459,50.902191,0.072835
BN9,544658,101059,50.791057,0.051044
BN90L,545552,102080,50.800003,0.064112
BP1,347392,93360,50.737446,-2.746875
BR1,536018,172830,51.438148,-0.044431
BR2,538610,170804,51.419315,-0.007952
BR3,534374,173581,51.445293,-0.067772
BR4,538860,166065,51.376665,-0.006205
BR5,546167,167771,51.390169,0.099402
BR6,546196,165144,51.366550,0.098750
BR7,543319,170983,51.419751,0.059799
BR8,551790,168701,51.397046,0.180564
BS1,358981,174319,51.466347,-2.591879
BS10,360055,185032,51.562742,-2.577633
BS11,354442,177864,51.497874,-2.657679
BS12,359530,178496,51.503938,-2.584454
BS13,359634,172953,51.454109,-2.582321
BS14,362201,167280,51.403282,-2.544774
BS15,368836,177020,51.491266,-2.450248
BS16,366052,177261,51.493269,-2.490376
BS17,362981,175032,51.473030,-2.534376
BS18,364784,164648,51.379779,-2.507386
BS19,386545,172250,51.449072,-2.194994
BS2,359125,173381,51.457924,-2.589693
BS20,348750,175983,51.480473,-2.739395
BS21,341501,171539,51.439815,-2.843036
BS22,340962,161426,51.348838,-2.849098
BS23,331094,162635,51.358590,-2.991015
BS24,335265,158208,51.319278,-2.930309
BS25,342603,158612,51.323699,-2.825086
BS26,340944,154549,51.287001,-2.848220
BS27,350521,164207,51.374753,-2.712240
BS28,342956,147513,51.223947,-2.818243
BS29,338633,159454,51.330858,-2.882200
BS3,357061,169771,51.425314,-2.618968
BS30,368968,178057,51.500592,-2.448436
BS31,365862,169601,51.424381,-2.492370
BS32,366022,194300,51.646467,-2.492457
BS34,364720,185371,51.566108,-2.510374
BS35,365842,192189,51.627475,-2.494851
BS36,366616,180901,51.526028,-2.482602
BS37,370910,183937,51.553564,-2.420958
BS39,365869,167087,51.401776,-2.492020
BS3O,430056,195336,51.656017,-1.566906
BS4,361147,170721,51.434147,-2.560308
BS40,352674,161625,51.351716,-2.680974
BS41,354698,169969,51.426906,-2.652975
BS43,358728,171400,51.440079,-2.595188
BS48,349414,169949,51.426276,-2.728962
BS49,343064,165272,51.383623,-2.819535
BS5,361600,173916,51.462907,-2.554132
BS6,362063,174622,51.469287,-2.547538
BS7,363099,176769,51.488663,-2.532850
BS73,373208,182256,51.538562,-2.387688
BS79,435296,387224,53.380711,-1.470858
BS8,357130,173447,51.458373,-2.618418
BS9,356886,176678,51.487400,-2.622330
BT1,334024,374608,50.065997,-11.715992
BT10,330429,369866,50.021826,-11.762779
BT11,329724,371749,50.038402,-11.773923
BT12,332237,373461,50.054900,-11.740104
BT13,331711,375057,50.068986,-11.748554
BT14,331936,376738,50.084172,-11.746598
BT15,333465,377445,50.091206,-11.725762
BT16,342386,373788,50.062316,-11.598869
BT17,103080,471312,54.051988,-6.538178
BT18,340701,379473,50.112597,-11.626201
BT19,103336,471080,54.050057,-6.534053
BT2,333687,373686,50.057575,-11.720051
BT20,83532,522392,54.497780,-6.889675
BT21,359135,379852,50.123757,-11.369148
BT22,158352,561304,54.887903,-5.769415
BT23,116168,517552,54.473725,-6.382663
BT24,338987,355070,49.892856,-11.633557
BT25,323319,352577,49.863457,-11.849381
BT26,324384,358838,49.920126,-11.839061
BT27,328046,364045,49.968518,-11.791843
BT28,324670,365973,49.984267,-11.840187
BT29,316222,376806,50.077494,-11.965734
BT3,335376,376920,50.087340,-11.698740
BT30,350836,340956,49.771222,-11.459881
BT31,334153,336312,49.722401,-11.687883
BT32,110440,537952,54.653261,-6.490857
BT33,435816,388224,53.389664,-1.462929
BT34,121312,522408,54.520091,-6.308093
BT35,307976,326871,49.625601,-12.043065
BT36,331890,382742,50.138020,-11.751443
BT37,335010,382575,50.137926,-11.707770
BT38,112468,549336,54.756413,-6.470744
BT39,327242,390380,50.204436,-11.821799
BT4,149336,530952,54.611337,-5.883482
BT40,107360,535280,54.627546,-6.535774
BT41,313306,389095,50.186326,-12.015603
BT42,244048,504040,54.407854,-4.404352
BT43,308441,404413,50.321331,-12.095346
BT44,134072,516028,54.469759,-6.105744
BT45,106496,552040,54.777184,-6.565976
BT47,86736,571960,54.943604,-6.893672
BT48,60832,580760,55.005420,-7.306753
BT49,267110,423296,50.468686,-12.690671
BT5,154480,527976,54.587178,-5.801525
BT55,285781,440948,50.637217,-12.443325
BT57,138984,545792,54.739123,-6.056621
BT6,111848,549712,54.759427,-6.480720
BT61,290857,345865,49.787418,-12.294407
BT62,301868,353569,49.862073,-12.147792
BT66,311670,363189,49.953159,-12.018958
BT67,314104,364567,49.966691,-11.986146
BT68,275613,345410,49.775304,-12.505112
BT69,266451,352419,49.833119,-12.637933
BT7,331906,371721,50.039145,-11.743494
BT70,274890,374999,50.040153,-12.540007
BT71,280837,361772,49.924788,-12.446263
BT74,224540,344020,49.733168,-13.210203
BT78,234642,382991,50.088426,-13.107436
BT7O,110264,537328,54.647569,-6.492959
BT8,335207,367916,50.006476,-11.694879
BT80,107400,535304,54.627784,-6.535181
BT82,105784,554012,54.794432,-6.579008
BT9,310304,675576,55.964779,-3.438459
BT92,177016,613904,55.368347,-5.520335
BT93,222459,365116,49.920769,-13.259452
BT94,230040,342687,49.724627,-13.132933
BX1,358472,460992,54.043228,-2.635670
BY14,143360,532881,54.625630,-5.977475
C02,600696,224000,51.878448,0.914389
C03,596616,223656,51.876812,0.854997
C04,600720,229040,51.923695,0.917671
C05,594508,228172,51.918104,0.826961
C06,584768,230448,51.941858,0.686725
CA1,341721,554832,54.884833,-2.909965
CA10,357751,521253,54.584715,-2.655222
CA11,347259,531521,54.675989,-2.819410
CA12,331412,525808,54.622744,-3.063770
CA13,312246,530226,54.659464,-3.361852
CA14,320271,500175,54.390802,-3.229342
CA15,312973,529447,54.652590,-3.350352
CA16,369425,521039,54.583631,-2.474579
CA17,375833,506090,54.449638,-2.374212
CA18,309552,496498,54.355973,-3.393252
CA19,313377,500537,54.392921,-3.335587
CA2,339156,555063,54.886601,-2.949991
CA20,305304,503799,54.420791,-3.460923
CA21,301020,506292,54.442369,-3.527751
CA22,334158,474023,54.157793,-3.009751
CA23,308060,513908,54.512115,-3.421610
CA24,300197,514400,54.515047,-3.543173
CA25,302185,515042,54.521206,-3.512686
CA26,304453,516725,54.536758,-3.478212
CA27,297046,511912,54.492067,-3.590951
CA28,298856,517900,54.546228,-3.565084
CA3,337054,562654,54.954547,-2.984413
CA4,350591,537387,54.729042,-2.768739
CA5,335997,553093,54.868505,-2.998795
CA6,356681,534099,54.700056,-2.673686
CA7,319764,543961,54.784118,-3.249123
CA8,357507,557828,54.913347,-2.664357
CA9,374045,543278,54.783742,-2.405096
CB1,545432,259374,52.213415,0.127248
CB10,550570,238623,52.025602,0.193215
CB11,551113,240273,52.040285,0.201862
CB2,545160,254796,52.172353,0.121307
CB21,555474,251055,52.135940,0.270299
CB22,545981,249866,52.127846,0.131188
CB23,533917,260173,52.223505,-0.040859
CB24,536576,269527,52.306901,0.001813
CB25,553350,265184,52.263466,0.245684
CB3,540893,257929,52.201612,0.060265
CB4,545009,260329,52.222104,0.121469
CB5,548223,260261,52.220640,0.168466
CB6,539391,297468,52.557231,0.054722
CB7,557826,279022,52.386507,0.317701
CB8,563923,263704,52.247126,0.399750
CB9,567233,242593,52.056499,0.437805
CE1,416392,153880,51.283823,-1.766339
CF06F,313760,187928,51.583588,-3.246093
CF1,319107,177663,51.492109,-3.166574
CF10,315543,182734,51.537169,-3.219108
CF11,317323,175702,51.474216,-3.191804
CF14,318795,180779,51.520074,-3.171773
CF15,310992,182061,51.530419,-3.284538
CF2,320104,177024,51.486501,-3.152072
CF23,319848,179606,51.509678,-3.156343
CF24,319132,177297,51.488820,-3.166122
CF3,319388,184210,51.551001,-3.164016
CF31,290517,179765,51.506186,-3.578889
CF32,299915,199388,51.684311,-3.449123
CF33,294760,193057,51.626468,-3.521756
CF34,290307,190955,51.606723,-3.585402
CF35,295350,181453,51.522269,-3.509775
CF36,282896,185801,51.558899,-3.690657
CF37,308402,189791,51.599489,-3.323880
CF38,315533,196998,51.665399,-3.222686
CF39,317747,211457,51.795698,-3.194106
CF4,316592,180912,51.520945,-3.203562
CF40,299728,191880,51.616790,-3.449669
CF41,297680,195461,51.648609,-3.480289
CF42,294853,197120,51.662997,-3.521631
CF43,301507,194494,51.640599,-3.424721
CF44,302952,203611,51.722805,-3.406389
CF45,305335,198592,51.678096,-3.370533
CF46,316691,209822,51.780848,-3.209028
CF47,305326,206720,51.751150,-3.372873
CF48,305579,207909,51.761880,-3.369535
CF5,314010,177298,51.488071,-3.239884
CF61,296731,168711,51.407989,-3.486153
CF62,311335,170118,51.423120,-3.276591
CF63,319974,164731,51.375974,-3.151150
CF64,317480,171030,51.432247,-3.188445
CF7,299952,174552,51.461070,-3.441518
CF71,298986,174971,51.464666,-3.455524
CF72,301222,186297,51.566875,-3.426528
CF77,301672,173288,51.450010,-3.416416
CF81,313795,201353,51.704275,-3.248887
CF82,339306,231333,51.977144,-2.885041
CF83,318737,194261,51.641266,-3.175738
CG64,318784,172424,51.444960,-3.170020
CH1,344620,364644,53.176027,-2.830011
CH2,341815,369633,53.220569,-2.872887
CH21,340609,369375,53.218109,-2.890906
CH24,295400,341808,52.963416,-3.558767
CH3,347413,360758,53.141386,-2.787597
CH4,344585,357142,53.108590,-2.829236
CH41,337210,376857,53.284963,-2.943280
CH42,332207,386430,53.370382,-3.020355
CH43,330015,388442,53.388179,-3.053738
CH44,342198,391484,53.416994,-2.871137
CH45,330396,393169,53.430710,-3.049055
CH46,326451,390359,53.404929,-3.107769
CH47,320597,387142,53.375162,-3.194992
CH48,322204,386734,53.371736,-3.170737
CH49,326566,388008,53.383812,-3.105486
CH5,331231,368800,53.211817,-3.031191
CH6,324936,372834,53.247210,-3.126385
CH60,328277,382827,53.337486,-3.078587
CH61,327060,383925,53.347185,-3.097112
CH62,334453,383200,53.341641,-2.985928
CH63,333203,383021,53.339876,-3.004662
CH64,333047,377342,53.288818,-3.005804
CH65,348840,376754,53.285295,-2.768830
CH66,337190,376733,53.283850,-2.943551
CH7,328705,365497,53.181795,-3.068276
CH8,309696,364558,53.170469,-3.352374
CH88Q,314272,376488,53.278430,-3.287158
CM0,595713,198598,51.652104,0.827799
CM1,569890,209157,51.755346,0.460047
CM10,593232,196824,51.637027,0.790996
CM11,568862,195194,51.630228,0.438422
CM12,566425,196133,51.639387,0.403691
CM13,561852,193368,51.615882,0.336386
CM14,558804,193871,51.621264,0.292621
CM15,559534,196561,51.645230,0.304379
CM16,543596,218581,51.847377,0.083292
CM17,548326,211393,51.781559,0.148828
CM18,546002,208247,51.753902,0.113850
CM19,533992,229155,51.944775,-0.051949
CM2,573181,206970,51.734698,0.506584
CM20,545504,210776,51.776756,0.107691
CM21,547798,223976,51.894755,0.146556
CM22,553410,222599,51.880869,0.227442
CM23,547989,222088,51.877743,0.148520
CM24,543856,230773,51.956852,0.092141
CM3,580319,204709,51.712142,0.608678
CM36,587300,199512,51.663174,0.706815
CM4,561918,199698,51.672724,0.340257
CM5,557904,205356,51.724699,0.284822
CM6,562430,222288,51.875523,0.358225
CM7,575208,225341,51.899083,0.545205
CM77,560555,262623,52.238402,0.349948
CM8,578710,219153,51.842394,0.592842
CM9,586491,210073,51.758302,0.700785
CO1,600197,225163,51.889076,0.907832
CO10,575000,250588,52.125914,0.555070
CO11,612123,231827,51.944499,1.084976
CO12,623577,230607,51.929066,1.250551
CO13,623232,220717,51.840427,1.239152
CO14,623386,221920,51.851161,1.242158
CO15,615538,218175,51.820621,1.126061
CO16,615361,219330,51.831059,1.124224
CO1O,585912,243384,52.057654,0.710360
CO2,599672,221968,51.860573,0.898366
CO3,589453,228553,51.923275,0.753760
CO4,601080,227230,51.907318,0.921844
CO5,576492,232964,51.967142,0.567750
CO6,593339,229387,51.929424,0.810671
CO7,607950,224779,51.882792,1.020095
CO70,608248,216432,51.807732,1.019392
CO8,590178,234215,51.973869,0.767423
CO9,578586,235618,51.990315,0.599585
CO92,435208,381944,53.333259,-1.472767
CR0,531785,165964,51.377444,-0.107841
CR05B,535560,164496,51.363360,-0.054197
CR1,532176,165752,51.375445,-0.102310
CR15,617416,215416,51.795125,1.151533
CR2,531545,163927,51.359194,-0.112038
CR3,525129,161864,51.342100,-0.204861
CR4,525882,174785,51.458056,-0.189479
CR5,519544,179563,51.502373,-0.279039
CR6,535576,158581,51.310203,-0.056212
CR7,528287,171332,51.426484,-0.156131
CR8,531728,160772,51.330802,-0.110571
CR9,532460,165234,51.370730,-0.098422
CT09,638702,170955,51.387410,1.429421
CT1,603849,177391,51.458784,0.932963
CT10,634578,174851,51.424106,1.372848
CT11,638022,165134,51.335449,1.415784
CT12,632231,164433,51.331549,1.332346
CT13,632506,157316,51.267551,1.331651
CT14,636324,151880,51.217191,1.382694
CT15,630311,145120,51.158964,1.292413
CT16,630780,143909,51.147900,1.298339
CT17,629925,147992,51.184895,1.288736
CT18,621259,139338,51.110612,1.159633
CT19,616710,143661,51.151170,1.097343
CT2,615275,159334,51.292431,1.086261
CT20,621517,135761,51.078397,1.161114
CT21,615034,135474,51.078281,1.068546
CT3,617898,158112,51.280470,1.123068
CT4,612620,153774,51.243503,1.044939
CT5,608491,170681,51.396845,0.995742
CT6,606263,182817,51.506640,0.970826
CT7,627926,167184,51.357992,1.272415
CT8,632534,169756,51.379205,1.340161
CT9,626117,179477,51.469066,1.254314
CV1,428399,278127,52.400445,-1.584012
CV10,426620,302807,52.622401,-1.608187
CV11,437402,290588,52.511929,-1.450297
CV12,436450,287179,52.481347,-1.464706
CV13,439402,301105,52.606326,-1.419583
CV15,438768,297088,52.570258,-1.429425
CV2,435899,280958,52.425454,-1.473480
CV21,450925,278900,52.405771,-1.252836
CV22,448505,272376,52.347343,-1.289343
CV23,446326,273797,52.360303,-1.321131
CV3,435317,279042,52.408274,-1.482241
CV31,433053,266026,52.291396,-1.516800
CV32,433414,267572,52.305274,-1.511347
CV33,436030,262603,52.260438,-1.473511
CV34,431938,269390,52.321706,-1.532820
CV35,428949,271821,52.343725,-1.576470
CV36,423841,237987,52.039791,-1.653806
CV37,419841,254702,52.190227,-1.711158
CV4,429255,279196,52.410006,-1.571339
CV47,441467,259446,52.231674,-1.394250
CV5,430243,282185,52.436828,-1.556544
CV6,433668,282186,52.436641,-1.506161
CV7,428305,284145,52.454550,-1.584879
CV8,430878,276011,52.381289,-1.547777
CV9,442205,315119,52.732088,-1.376412
CW1,373922,352417,53.068367,-2.390631
CW10,370895,366802,53.197515,-2.437119
CW11,380998,365615,53.187306,-2.285823
CW12,380598,368636,53.214445,-2.291982
CW2,372576,349333,53.040578,-2.410453
CW3,372253,344165,52.994108,-2.414828
CW4,378408,368303,53.211365,-2.324763
CW5,368823,348966,53.037078,-2.466388
CW6,346047,352822,53.069914,-2.806677
CW7,365165,366727,53.196491,-2.522880
CW8,362225,372038,53.244031,-2.567508
CW9,370381,374063,53.262756,-2.445489
D14,392816,324288,52.816099,-2.108030
DA1,553386,174160,51.445669,0.205848
DA10,560474,174560,51.447293,0.307938
DA11,563967,173841,51.439835,0.357823
DA12,552615,189610,51.584690,0.201435
DA13,563749,168032,51.387715,0.352008
DA14,547655,171668,51.424795,0.122396
DA15,546239,173689,51.443327,0.102879
DA16,546905,176475,51.468188,0.113620
DA17,549357,178672,51.487285,0.149813
DA18,548291,179223,51.492518,0.134700
DA2,549358,179000,51.490235,0.149974
DA3,546395,165802,51.372417,0.101866
DA4,555219,167767,51.387723,0.229396
DA5,548848,173496,51.440912,0.140318
DA6,548275,175697,51.460834,0.132992
DA7,549017,176333,51.466361,0.143942
DA8,551312,177392,51.475261,0.177399
DA9,558632,174811,51.450071,0.281559
DC1,456920,403440,53.524572,-1.142891
DD1,341150,729163,56.450933,-2.956329
DD10,373556,762002,56.748878,-2.433999
DD11,362079,742096,56.569269,-2.618723
DD13,410112,430328,53.769215,-1.848069
DD16,305904,366528,53.187507,-3.409672
DD2,335177,731142,56.467930,-3.053696
DD3,338400,733147,56.486369,-3.001878
DD30,333056,737832,56.527717,-3.089850
DD4,342031,733257,56.487817,-2.942945
DD47,342264,733976,56.494302,-2.939333
DD5,344948,730755,56.465695,-2.895061
DD6,342753,727577,56.436884,-2.929979
DD7,354748,735831,56.512339,-2.736905
DD8,341260,752053,56.656557,-2.959737
DD9,360255,762174,56.749476,-2.651494
DE1,434111,331360,52.878650,-1.494591
DE11,429524,323908,52.811933,-1.563418
DE12,431180,313845,52.721380,-1.539789
DE13,419729,321685,52.792397,-1.708859
DE14,425054,346055,53.011247,-1.628028
DE15,426590,322479,52.799245,-1.607048
DE2,440496,336392,52.923440,-1.399098
DE21,437744,341421,52.968851,-1.439441
DE22,434079,336869,52.928175,-1.494480
DE23,431613,328544,52.853495,-1.531976
DE24,438545,339938,52.955464,-1.427690
DE3,434811,325423,52.825242,-1.484814
DE4,428482,358481,53.122772,-1.575840
DE45,422185,369767,53.224511,-1.669156
DE5,440278,351273,53.057224,-1.400479
DE55,435016,350923,53.054448,-1.479025
DE56,433410,345406,53.004958,-1.503554
DE6,419580,346379,53.014387,-1.709587
DE62,415304,350696,53.053323,-1.773130
DE65,427117,331310,52.878600,-1.598514
DE7,444975,338518,52.942203,-1.332173
DE72,443372,333426,52.896562,-1.356712
DE73,437912,326687,52.836397,-1.438643
DE74,445211,327191,52.840367,-1.330230
DE75,443197,349033,53.036861,-1.357238
DG1,300942,576770,55.075476,-3.552998
DG10,308467,604623,55.327120,-3.444214
