origin_postcode,destination_postcode,cost
BS30,BS41,1279.5000000000005
BS30,BS43,973.3999999999999
BS30,BS48,1588.9000000000005
BS30,BS49,1938.9999999999995
BS30,BS5,758.4999999999999
BS30,BS6,699.8
BS30,BS7,618.6
BS30,BS73,535.0999999999999
BS30,BS8,1058.1999999999994
BS30,BS9,1038.6000000000004
BS31,BS1,913.7999999999998
BS31,BS10,1154.1999999999998
BS31,BS11,1365.5000000000002
BS31,BS12,1125.4
BS31,BS13,707.5
BS31,BS14,505.49999999999983
BS31,BS15,857.1000000000001
BS31,BS16,756.0999999999997
BS31,BS17,862.7999999999998
BS31,BS18,529.5
BS31,BS19,1755.6000000000001
BS31,BS2,760.8999999999997
BS31,BS20,1470.9999999999998
BS31,BS21,1740.6999999999996
BS31,BS22,2184.2999999999997
BS31,BS23,2518.6999999999994
BS31,BS24,2303.6999999999994
BS31,BS25,1847.0999999999997
BS31,BS26,2011.3999999999994
BS31,BS27,1213.6999999999998
BS31,BS28,2235.5999999999995
BS31,BS29,2005.1999999999996
BS31,BS3,835.4
BS31,BS30,944.1999999999998
BS31,BS31,0.0
BS31,BS32,1656.3000000000002
BS31,BS34,1287.9999999999998
BS31,BS35,1757.7
BS31,BS36,914.2999999999996
BS31,BS37,1341.6999999999991
BS31,BS39,301.1000000000001
BS31,BS4,485.20000000000005
BS31,BS40,1445.0000000000002
BS31,BS41,1030.3
BS31,BS43,724.2
BS31,BS48,1339.7000000000003
BS31,BS49,1880.0999999999997
BS31,BS5,735.1000000000001
BS31,BS6,761.3999999999999
BS31,BS7,1046.3
BS31,BS73,1275.3999999999999
BS31,BS8,1023.4000000000001
BS31,BS9,1274.999999999999
BS32,BS1,1248.1
BS32,BS10,675.4000000000001
BS32,BS11,1205.6000000000001
BS32,BS12,965.9
BS32,BS13,1125.6999999999996
BS32,BS14,1647.8999999999994
BS32,BS15,1247.3
BS32,BS16,1036.2999999999997
BS32,BS17,1124.1
BS32,BS18,1937.8999999999996
BS32,BS19,2100.4000000000005
BS32,BS2,1120.3999999999996
BS32,BS20,1151.0000000000005
BS32,BS21,1497.7999999999995
BS32,BS22,1965.1999999999998
BS32,BS23,2193.6
BS32,BS24,2114.7999999999997
BS32,BS25,2211.800000000001
BS32,BS26,2413.300000000001
BS32,BS27,1937.4
BS32,BS28,3006.7000000000016
BS32,BS29,1946.3000000000002
BS32,BS3,1507.4999999999993
BS32,BS30,1205.8999999999999
BS32,BS31,1667.2999999999993
BS32,BS32,0.0
BS32,BS34,631.1999999999999
BS32,BS35,101.39999999999999
BS32,BS36,1014.0999999999998
BS32,BS37,915.5000000000003
BS32,BS39,1740.5999999999992
BS32,BS4,1356.2000000000007
BS32,BS40,2168.7000000000003
BS32,BS41,1591.3000000000002
BS32,BS43,1308.599999999999
BS32,BS48,1601.6
BS32,BS49,1891.3999999999994
BS32,BS5,1093.6999999999994
BS32,BS6,1034.9999999999998
BS32,BS7,994.5999999999998
BS32,BS73,992.4
BS32,BS8,1393.3999999999994
BS32,BS9,1093.6000000000001
BS34,BS1,926.8000000000001
BS34,BS10,493.20000000000005
BS34,BS11,967.1999999999999
BS34,BS12,669.8000000000002
BS34,BS13,804.4000000000001
BS34,BS14,1326.5999999999997
BS34,BS15,783.0
BS34,BS16,672.9000000000001
BS34,BS17,802.7999999999997
BS34,BS18,1596.3999999999999
BS34,BS19,1868.9000000000003
BS34,BS2,799.1
BS34,BS20,912.6000000000003
BS34,BS21,1259.3999999999996
BS34,BS22,1726.8
BS34,BS23,1955.2
BS34,BS24,1876.4000000000003
BS34,BS25,1973.4000000000008
BS34,BS26,2174.900000000001
BS34,BS27,1639.5999999999997
BS34,BS28,2768.3000000000015
BS34,BS29,1707.9000000000003
BS34,BS3,1186.1999999999998
BS34,BS30,741.6
BS34,BS31,1303.8999999999999
BS34,BS32,633.3
BS34,BS34,0.0
BS34,BS35,646.0999999999999
BS34,BS36,382.9
BS34,BS37,501.30000000000007
BS34,BS39,1377.1999999999998
BS34,BS4,1034.8999999999996
BS34,BS40,1870.9
BS34,BS41,1293.4000000000003
BS34,BS43,987.2999999999997
BS34,BS48,1363.1999999999998
BS34,BS49,1652.9999999999995
BS34,BS5,772.3999999999997
BS34,BS6,713.6999999999998
BS34,BS7,633.6999999999998
BS34,BS73,736.6000000000003
BS34,BS8,1072.0999999999995
BS34,BS9,855.2000000000003
BS35,BS1,1349.4999999999995
BS35,BS10,776.8000000000001
BS35,BS11,1307.0000000000002
BS35,BS12,1067.3000000000004
BS35,BS13,1227.0999999999995
BS35,BS14,1749.2999999999993
BS35,BS15,1348.6999999999998
BS35,BS16,1137.6999999999996
BS35,BS17,1225.4999999999998
BS35,BS18,2039.2999999999995
BS35,BS19,2201.8000000000015
BS35,BS2,1221.7999999999995
BS35,BS20,1252.4000000000003
BS35,BS21,1599.1999999999996
BS35,BS22,2066.6
BS35,BS23,2295.000000000001
BS35,BS24,2216.2
BS35,BS25,2313.2
BS35,BS26,2514.7000000000007
BS35,BS27,2038.8
BS35,BS28,3108.1000000000013
BS35,BS29,2047.7000000000003
BS35,BS3,1608.8999999999992
BS35,BS30,1307.2999999999997
BS35,BS31,1768.6999999999994
BS35,BS32,101.39999999999999
BS35,BS34,643.9999999999999
BS35,BS35,0.0
BS35,BS36,1026.8999999999996
BS35,BS37,967.3000000000003
BS35,BS39,1841.9999999999993
BS35,BS4,1457.6000000000004
BS35,BS40,2270.1
BS35,BS41,1692.7
BS35,BS43,1409.9999999999989
BS35,BS48,1702.9999999999998
BS35,BS49,1992.7999999999995
BS35,BS5,1195.0999999999992
BS35,BS6,1136.3999999999999
BS35,BS7,1095.9999999999998
BS35,BS73,1093.7999999999995
BS35,BS8,1494.7999999999993
BS35,BS9,1195.0
BS36,BS1,766.3000000000002
BS36,BS10,579.9000000000001
BS36,BS11,1106.6000000000004
BS36,BS12,551.1000000000001
BS36,BS13,643.9000000000002
BS36,BS14,1079.9000000000008
BS36,BS15,429.09999999999997
BS36,BS16,297.9
BS36,BS17,642.3
BS36,BS18,1215.4
BS36,BS19,1666.2999999999997
BS36,BS2,638.6000000000001
BS36,BS20,1052.0000000000002
BS36,BS21,1398.7999999999995
BS36,BS22,1866.1999999999998
BS36,BS23,2094.5999999999995
BS36,BS24,2015.8000000000002
BS36,BS25,2112.4999999999995
BS36,BS26,2276.8
BS36,BS27,1479.0999999999997
BS36,BS28,2828.0
BS36,BS29,1847.3000000000002
BS36,BS3,1025.6999999999998
BS36,BS30,387.7
BS36,BS31,922.9000000000002
BS36,BS32,1016.2000000000002
BS36,BS34,382.90000000000003
BS36,BS35,1029.0000000000002
BS36,BS36,0.0
BS36,BS37,518.0000000000002
BS36,BS39,996.2000000000005
BS36,BS4,874.3999999999999
BS36,BS40,1710.4
BS36,BS41,1132.8999999999996
BS36,BS43,826.7999999999998
BS36,BS48,1442.3
BS36,BS49,1792.3999999999994
BS36,BS5,611.9
BS36,BS6,553.2
BS36,BS7,472.00000000000006
BS36,BS73,626.8000000000002
BS36,BS8,911.5999999999997
BS36,BS9,892.0000000000002
BS37,BS1,1194.1
BS37,BS10,968.0
BS37,BS11,1442.0
BS37,BS12,978.9000000000002
BS37,BS13,1071.6999999999998
BS37,BS14,1507.7000000000005
BS37,BS15,658.3000000000001
BS37,BS16,725.6999999999999
BS37,BS17,1070.0999999999997
BS37,BS18,1643.1999999999998
BS37,BS19,1543.5999999999997
BS37,BS2,1066.3999999999999
BS37,BS20,1387.4000000000003
BS37,BS21,1734.1999999999996
BS37,BS22,2201.6000000000004
BS37,BS23,2430.0000000000005
BS37,BS24,2351.2000000000003
BS37,BS25,2448.2
BS37,BS26,2649.7000000000007
BS37,BS27,1906.8999999999994
BS37,BS28,3243.1000000000013
BS37,BS29,2182.7000000000003
BS37,BS3,1453.4999999999995
BS37,BS30,613.1
BS37,BS31,1350.6999999999998
BS37,BS32,917.5999999999999
BS37,BS34,507.59999999999997
BS37,BS35,969.3999999999999
BS37,BS36,519.8000000000001
BS37,BS37,0.0
BS37,BS39,1423.9999999999998
BS37,BS4,1302.2000000000007
BS37,BS40,2138.1999999999994
BS37,BS41,1560.7000000000005
BS37,BS43,1254.5999999999992
BS37,BS48,1837.9999999999998
BS37,BS49,2127.7999999999993
BS37,BS5,1039.6999999999998
BS37,BS6,980.9999999999999
BS37,BS7,899.8
BS37,BS73,299.90000000000003
BS37,BS8,1339.3999999999996
BS37,BS9,1319.8
BS39,BS1,991.4999999999995
BS39,BS10,1231.9
BS39,BS11,1443.2
BS39,BS12,1203.1000000000004
BS39,BS13,785.1999999999997
BS39,BS14,402.2999999999999
BS39,BS15,953.6000000000001
BS39,BS16,833.7999999999997
BS39,BS17,959.2999999999997
BS39,BS18,256.6
BS39,BS19,1643.5999999999997
BS39,BS2,838.5999999999995
BS39,BS20,1548.6999999999994
BS39,BS21,1818.3999999999994
BS39,BS22,2244.7
BS39,BS23,2596.3999999999987
BS39,BS24,2316.2999999999997
BS39,BS25,1859.6999999999998
BS39,BS26,2002.100000000001
BS39,BS27,1226.3
BS39,BS28,2063.2999999999997
BS39,BS29,2017.7999999999997
BS39,BS3,891.6999999999998
BS39,BS30,1021.8999999999999
BS39,BS31,302.5
BS39,BS32,1734.0000000000005
BS39,BS34,1365.7
BS39,BS35,1835.4000000000003
BS39,BS36,991.9999999999997
BS39,BS37,1419.3999999999992
BS39,BS39,0.0
BS39,BS4,562.9
BS39,BS40,1310.4
BS39,BS41,1107.9999999999995
BS39,BS43,801.8999999999997
BS39,BS48,1413.1000000000001
BS39,BS49,1940.4999999999995
BS39,BS5,812.8
BS39,BS6,857.8999999999997
BS39,BS7,1124.0
BS39,BS73,1371.8999999999999
BS39,BS8,1101.0999999999997
BS39,BS9,1352.6999999999987
BS40,BS1,1235.5999999999997
BS40,BS10,1662.7
BS40,BS11,1350.9000000000003
BS40,BS12,1515.599999999999
BS40,BS13,1132.0999999999997
BS40,BS14,1105.3000000000002
BS40,BS15,1906.1000000000004
BS40,BS16,1700.3999999999992
BS40,BS17,1487.6999999999994
BS40,BS18,1132.0000000000002
BS40,BS19,2603.0000000000023
BS40,BS2,1153.6999999999998
BS40,BS20,1233.4
BS40,BS21,1437.6999999999998
BS40,BS22,1304.4000000000003
BS40,BS23,1674.6999999999991
BS40,BS24,1354.0999999999997
BS40,BS25,897.4999999999997
BS40,BS26,1061.7999999999995
BS40,BS27,286.2
BS40,BS28,1466.3
BS40,BS29,1055.6
BS40,BS3,694.8
BS40,BS30,1869.9999999999993
BS40,BS31,1451.2999999999997
BS40,BS32,2173.0
BS40,BS34,1896.1999999999994
BS40,BS35,2274.4000000000005
BS40,BS36,1733.3999999999992
BS40,BS37,2160.799999999998
BS40,BS39,1310.6000000000001
BS40,BS4,1103.0000000000007
BS40,BS40,0.0
BS40,BS41,832.4999999999999
BS40,BS43,974.4000000000001
BS40,BS48,806.5
BS40,BS49,1002.3999999999997
BS40,BS5,1368.0999999999995
BS40,BS6,1398.5999999999995
BS40,BS7,1586.7999999999995
BS40,BS73,2220.099999999999
BS40,BS8,1008.8000000000001
BS40,BS9,1313.1000000000001
BS41,BS1,607.7000000000002
BS41,BS10,1086.1
BS41,BS11,723.0
BS41,BS12,887.6999999999997
BS41,BS13,515.4000000000002
BS41,BS14,782.3000000000001
BS41,BS15,1294.7
BS41,BS16,1083.7
BS41,BS17,870.9999999999999
BS41,BS18,1072.3000000000002
BS41,BS19,2216.2000000000016
BS41,BS2,525.8000000000001
BS41,BS20,656.8
BS41,BS21,884.7999999999998
BS41,BS22,1354.2
BS41,BS23,1704.4999999999998
BS41,BS24,1625.7
BS41,BS25,1192.6
BS41,BS26,1356.8999999999996
BS41,BS27,559.2000000000002
BS41,BS28,1908.1000000000004
BS41,BS29,1350.6999999999998
BS41,BS3,325.49999999999994
BS41,BS30,1253.3
BS41,BS31,1045.8
BS41,BS32,1589.8000000000002
BS41,BS34,1279.5
BS41,BS35,1691.2
BS41,BS36,1116.6999999999998
BS41,BS37,1544.0999999999992
BS41,BS39,1119.0999999999997
BS41,BS4,618.5000000000001
BS41,BS40,790.5
BS41,BS41,0.0
BS41,BS43,456.00000000000006
BS41,BS48,509.59999999999985
BS41,BS49,1049.9999999999993
BS41,BS5,751.4000000000001
BS41,BS6,781.9
BS41,BS7,970.1000000000004
BS41,BS73,1603.3999999999999
BS41,BS8,380.9000000000001
BS41,BS9,685.2000000000002
BS43,BS1,432.5000000000002
BS43,BS10,798.5000000000001
BS43,BS11,786.8
BS43,BS12,731.6
BS43,BS13,226.2
BS43,BS14,569.9999999999999
BS43,BS15,1005.5
BS43,BS16,794.5
BS43,BS17,581.8000000000002
BS43,BS18,859.9999999999999
BS43,BS19,1927.0000000000002
BS43,BS2,279.6000000000001
BS43,BS20,867.3000000000003
BS43,BS21,1143.5999999999995
BS43,BS22,1587.2
BS43,BS23,1915.0000000000002
BS43,BS24,1744.4999999999995
BS43,BS25,1287.8999999999999
BS43,BS26,1452.1999999999996
BS43,BS27,654.4999999999999
BS43,BS28,2003.4
BS43,BS29,1445.9999999999998
BS43,BS3,201.1
BS43,BS30,964.1
BS43,BS31,751.7000000000002
BS43,BS32,1300.6000000000004
BS43,BS34,990.3
BS43,BS35,1402.0000000000002
BS43,BS36,827.4999999999998
BS43,BS37,1254.8999999999992
BS43,BS39,825.0000000000005
BS43,BS4,319.4000000000001
BS43,BS40,885.8000000000001
BS43,BS41,433.19999999999993
BS43,BS43,0.0
BS43,BS48,742.6000000000001
BS43,BS49,1283.0
BS43,BS5,462.20000000000005
BS43,BS6,492.70000000000005
BS43,BS7,680.9000000000002
BS43,BS73,1314.2
BS43,BS8,444.7
BS43,BS9,749.0000000000001
BS48,BS1,921.3
BS48,BS10,1095.8000000000002
BS48,BS11,939.5999999999998
BS48,BS12,1201.299999999999
BS48,BS13,828.9999999999995
BS48,BS14,1070.4000000000005
BS48,BS15,1608.2999999999993
BS48,BS16,1397.299999999999
BS48,BS17,1184.5999999999995
BS48,BS18,1360.4000000000008
BS48,BS19,2529.800000000001
BS48,BS2,839.3999999999997
BS48,BS20,666.5
BS48,BS21,646.6999999999999
BS48,BS22,997.0000000000001
BS48,BS23,1412.9
BS48,BS24,1334.1000000000001
BS48,BS25,1090.8
BS48,BS26,1315.3999999999996
BS48,BS27,517.7
BS48,BS28,1866.6000000000004
BS48,BS29,1165.6000000000004
BS48,BS3,603.2999999999998
BS48,BS30,1566.8999999999992
BS48,BS31,1359.3999999999992
BS48,BS32,1606.1000000000004
BS48,BS34,1370.8
BS48,BS35,1707.5000000000002
BS48,BS36,1430.299999999999
BS48,BS37,1839.2999999999997
BS48,BS39,1414.7000000000003
BS48,BS4,932.0999999999995
BS48,BS40,803.9000000000002
BS48,BS41,500.4
BS48,BS43,769.5999999999996
BS48,BS48,0.0
BS48,BS49,692.7999999999998
BS48,BS5,1064.9999999999993
BS48,BS6,1095.4999999999995
BS48,BS7,1283.6999999999994
BS48,BS73,1916.999999999999
BS48,BS8,694.4999999999999
BS48,BS9,998.8
BS49,BS1,1424.1000000000001
BS49,BS10,1380.8000000000002
BS49,BS11,1224.6000000000001
BS49,BS12,1522.9000000000003
BS49,BS13,1331.8000000000006
BS49,BS14,1556.9000000000005
BS49,BS15,1974.9
BS49,BS16,1763.8999999999999
BS49,BS17,1687.4000000000003
BS49,BS18,1827.500000000001
BS49,BS19,2828.0000000000023
BS49,BS2,1342.2000000000005
BS49,BS20,955.4000000000001
BS49,BS21,556.6000000000001
BS49,BS22,597.6
BS49,BS23,1013.5000000000002
BS49,BS24,934.7000000000003
BS49,BS25,691.3999999999999
BS49,BS26,964.3999999999997
BS49,BS27,697.1000000000001
BS49,BS28,1515.6000000000006
BS49,BS29,766.2000000000004
BS49,BS3,1096.4
BS49,BS30,1933.5
BS49,BS31,1858.7999999999995
BS49,BS32,1891.1000000000004
BS49,BS34,1655.8000000000002
BS49,BS35,1992.5000000000002
BS49,BS36,1796.8999999999999
BS49,BS37,2124.2999999999993
BS49,BS39,1901.2000000000003
BS49,BS4,1434.900000000001
BS49,BS40,973.3
BS49,BS41,1003.2000000000004
BS49,BS43,1272.4000000000008
BS49,BS48,655.2
BS49,BS49,0.0
BS49,BS5,1567.8000000000004
BS49,BS6,1598.3000000000004
BS49,BS7,1722.2000000000003
BS49,BS73,2260.3999999999996
BS49,BS8,1197.3000000000004
BS49,BS9,1469.6000000000004
BS73,BS1,1265.1
BS73,BS10,1036.5000000000002
BS73,BS11,1563.2
BS73,BS12,1049.9000000000005
BS73,BS13,1142.7
BS73,BS14,1462.6000000000006
BS73,BS15,566.7
BS73,BS16,680.6
BS73,BS17,1101.5000000000002
BS73,BS18,1598.1
BS73,BS19,1361.5999999999995
BS73,BS2,1137.4
BS73,BS20,1508.6000000000004
BS73,BS21,1855.3999999999996
BS73,BS22,2322.8000000000006
BS73,BS23,2551.2
BS73,BS24,2472.3999999999996
BS73,BS25,2569.3999999999987
BS73,BS26,2770.8999999999996
BS73,BS27,1977.8999999999996
BS73,BS28,3278.7999999999997
BS73,BS29,2303.899999999999
BS73,BS3,1524.4999999999998
BS73,BS30,537.2
BS73,BS31,1279.6999999999998
BS73,BS32,997.0000000000002
BS73,BS34,741.1
BS73,BS35,1098.4
BS73,BS36,630.0999999999999
BS73,BS37,308.8000000000001
BS73,BS39,1374.7999999999995
BS73,BS4,1364.8999999999999
BS73,BS40,2209.1999999999994
BS73,BS41,1631.7000000000007
BS73,BS43,1325.5999999999995
BS73,BS48,1941.1000000000008
BS73,BS49,2248.9999999999995
BS73,BS5,1110.6999999999996
BS73,BS6,1052.0000000000002
BS73,BS7,970.8000000000002
BS73,BS73,0.0
BS73,BS8,1410.3999999999999
BS73,BS9,1390.8000000000002
